description,Maker_Model
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Large,Extended Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Crew Cab Pickup,Nissan Titan",Nissan Titan
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),MANUAL,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),MANUAL,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),MANUAL,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura TL",Acura TL
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Acura TLX",Acura TLX
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Coupe,Oldsmobile Toronado",Oldsmobile Toronado
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Factory Tuner,Performance,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Factory Tuner,Performance,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Factory Tuner,Performance,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Factory Tuner,Performance,Compact,4dr SUV,Pontiac Torrent",Pontiac Torrent
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"diesel,AUTOMATIC,all wheel drive,Crossover,Luxury,Diesel,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg 2",Volkswagen Touareg 2
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hybrid,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"diesel,AUTOMATIC,all wheel drive,Crossover,Diesel,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Performance,Midsize,4dr SUV,Volkswagen Touareg",Volkswagen Touareg
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Chrysler Town and Country",Chrysler Town and Country
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Luxury,Large,Sedan,Lincoln Town Car",Lincoln Town Car
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,4dr SUV,Chevrolet Tracker",Chevrolet Tracker
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,four wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,4dr SUV,Chevrolet TrailBlazer EXT",Chevrolet TrailBlazer EXT
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Factory Tuner,Performance,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet TrailBlazer",Chevrolet TrailBlazer
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Pontiac Trans Sport",Pontiac Trans Sport
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
